epoch,accuracy,f1_score,jaccard_index,loss,precision,recall,val_accuracy,val_f1_score,val_jaccard_index,val_loss,val_precision,val_recall
0,0.778933048248291,0.2039804309606552,0.12442009150981903,0.03772026300430298,0.778933048248291,0.778933048248291,0.9731227159500122,0.07508858293294907,0.04096280783414841,0.03829910606145859,0.9731227159500122,0.9731227159500122
